,STATE,CONSTITUENCY,NAME,PARTY,SYMBOL,CRIMINAL CASES,CATEGORY,EDUCATION,ASSETS,LIABILITIES,WINNER,AGE,GENERAL VOTES,POSTAL VOTES,TOTAL VOTES,OVER TOTAL ELECTORS IN CONSTITUENCY,OVER TOTAL VOTES POLLED IN CONSTITUENCY,TOTAL ELECTORS,GENDER
1911,Bihar,SHEOHAR,Anil Kumar Tiwari,IND,Chimney,0,GENERAL,12th Pass,2302500,0,0.0,51.0,10678.0,1.0,10679.0,0.633311885,1.062664253,1686215.0,MALE
1912,Meghalaya,SHILLONG,VINCENT H. PALA,INC,Hand,0,ST,Graduate Professional,549515421,0,1.0,51.0,419212.0,477.0,419689.0,35.03814474,53.51271678,1197806.0,MALE
1913,Meghalaya,SHILLONG,JEMINO MAWTHOH,UDP,Drum,0,ST,Doctorate,11432184,1178370,0.0,54.0,267080.0,176.0,267256.0,22.31212734,34.07664874,1197806.0,MALE
1914,Meghalaya,SHILLONG,SANBOR SHULLAI,BJP,Lotus,0,ST,10th Pass,66168175,0,0.0,52.0,75786.0,897.0,76683.0,6.401954908,9.777515399,1197806.0,MALE
1915,Himachal Pradesh,SHIMLA,SURESH KUMAR KASHYAP,BJP,Lotus,0,SC,Post Graduate,15705738,7873806,1.0,48.0,601305.0,4877.0,606182.0,48.14464472,66.23861251,1259085.0,MALE
1916,Himachal Pradesh,SHIMLA,DHANI RAM SHANDIL,INC,Hand,1,SC,Doctorate,36782528,4111104,0.0,78.0,277647.0,1021.0,278668.0,22.13258041,30.45056051,1259085.0,MALE
1917,Karnataka,SHIMOGA,B.Y.RAGHAVENDRA.,BJP,Lotus,2,GENERAL,Graduate,674093851,14150647,1.0,46.0,728902.0,970.0,729872.0,43.53109858,56.84064772,1676668.0,MALE
1918,Karnataka,SHIMOGA,S.MADHUBANGARAPPA,JD(S),A lady farmer carrying paddy on her head,1,GENERAL,Graduate,615887761,170909000,0.0,52.0,506212.0,300.0,506512.0,30.2094392,39.44591676,1676668.0,MALE
1919,Maharashtra,SHIRDI,SADASHIV KISAN LOKHANDE,SHS,Bow and Arrow,1,SC,10th Pass,113710526,205100,1.0,56.0,483449.0,3371.0,486820.0,30.67396141,47.24105339,1587079.0,MALE
1920,Maharashtra,SHIRDI,KAMBLE BHAUSAHEB MALHARI,INC,Hand,1,SC,Others,26419995,1935504,0.0,64.0,364113.0,2512.0,366625.0,23.1006144,35.57732057,1587079.0,MALE
1921,Maharashtra,SHIRDI,SANJAY LAXMAN SUKHDAN,VBA,Cup & Saucer,2,SC,Graduate,24086176,8810000,0.0,39.0,62952.0,335.0,63287.0,3.987640187,6.141375757,1587079.0,MALE
1922,Maharashtra,SHIRDI,WAKCHAURE BHAUSAHEB RAJARAM,IND,Ganna Kisan,0,SC,Graduate Professional,89493665,6141795,0.0,69.0,35085.0,441.0,35526.0,2.238451898,3.447446002,1587079.0,MALE
1923,Maharashtra,SHIRDI,Adv. BANSI BHAURAO SATPUTE,CPI(M),Ears of Corn And Sickle,1,SC,Graduate Professional,13605985,1622993,0.0,58.0,20264.0,36.0,20300.0,1.279079365,1.969913693,1587079.0,MALE
1924,Maharashtra,SHIRDI,PRADIP SUNIL SARODE,IND,Whistle,9,SC,12th Pass,113801,0,0.0,32.0,12923.0,23.0,12946.0,0.815712387,1.256280919,1587079.0,MALE
1925,Maharashtra,SHIRUR,Dr. Amol Ramsing Kolhe,NCP,Clock,0,GENERAL,Graduate Professional,43351521,1488116,1.0,38.0,634554.0,1276.0,635830.0,29.22645481,49.16889313,2175529.0,MALE
1926,Maharashtra,SHIRUR,Adhalrao Shivaji Dattatrey,SHS,Bow and Arrow,10,GENERAL,Others,290165511,49898166,0.0,64.0,576002.0,1345.0,577347.0,26.53823507,44.6463881,2175529.0,MALE
1927,Maharashtra,SHIRUR,Ovhal Rahul,VBA,Cup & Saucer,2,GENERAL,8th Pass,1199794,60000,0.0,36.0,38028.0,42.0,38070.0,1.749919215,2.943962634,2175529.0,MALE
1928,Uttar Pradesh,SHRAWASTI,RAM SHIROMANI,BSP,Elephant,0,GENERAL,Graduate Professional,19108216,350000,1.0,49.0,441505.0,266.0,441771.0,23.07212628,44.30385332,1914739.0,MALE
1929,Uttar Pradesh,SHRAWASTI,DADDAN MISHRA,BJP,Lotus,0,GENERAL,Post Graduate,28788083,155755,0.0,52.0,436228.0,223.0,436451.0,22.79428162,43.77032691,1914739.0,MALE
1930,Uttar Pradesh,SHRAWASTI,DHIRENDRA PRATAP SINGH,INC,Hand,8,GENERAL,Post Graduate,110455296,1671408,0.0,54.0,58014.0,28.0,58042.0,3.031326985,5.820853462,1914739.0,MALE
1932,Uttar Pradesh,SHRAWASTI,NABBAN KHAN,CPI(M),Ears of Corn And Sickle,0,GENERAL,Literate,2395000,0,0.0,63.0,12662.0,0.0,12662.0,0.661291173,1.269832992,1914739.0,MALE
1933,Madhya Pradesh,SIDHI,Riti Pathak,BJP,Lotus,0,GENERAL,Post Graduate,51541791,505922,1.0,41.0,697212.0,1130.0,698342.0,37.83929643,54.44291556,1845547.0,FEMALE
1934,Madhya Pradesh,SIDHI,Ajay Arjun Singh,INC,Hand,2,GENERAL,Post Graduate,375482525,4000000,0.0,63.0,411282.0,536.0,411818.0,22.31414318,32.10543344,1845547.0,MALE
1935,Madhya Pradesh,SIDHI,Com. Sanjay Namdeo,CPI(M),Ears of Corn And Sickle,4,GENERAL,10th Pass,1176000,0,0.0,39.0,27647.0,4.0,27651.0,1.498254989,2.155678819,1845547.0,MALE
1936,Madhya Pradesh,SIDHI,Ram Lal Panika,BSP,Elephant,0,ST,12th Pass,30814000,0,0.0,48.0,26511.0,29.0,26540.0,1.438056034,2.069064984,1845547.0,MALE
1937,Madhya Pradesh,SIDHI,Fatte Bahadur Singh Markam,GGP,Apple,0,ST,Post Graduate,6173351,280000,0.0,63.0,17025.0,7.0,17032.0,0.922870022,1.327818945,1845547.0,MALE
1938,Madhya Pradesh,SIDHI,Dileep Kumar Shukla,IND,Balloon,Not Available,GENERAL,Not Available,0,0,0.0,34.0,15555.0,0.0,15555.0,0.842839548,1.212671659,1845547.0,MALE
1939,Rajasthan,SIKAR,Sumedhanand Saraswati,BJP,Lotus,0,GENERAL,Post Graduate,2827638,2719583,1.0,67.0,761332.0,10772.0,772104.0,37.81835138,58.02409479,2041612.0,MALE
1940,Rajasthan,SIKAR,Subhash Maharia,INC,Hand,0,GENERAL,Graduate,82542126,1450462,0.0,61.0,470673.0,4275.0,474948.0,23.26338207,35.69263697,2041612.0,MALE
1941,Rajasthan,SIKAR,Amraram,CPI(M),"Hammer, Sickle and Star",0,GENERAL,Post Graduate,4444641,780500,0.0,63.0,31219.0,243.0,31462.0,1.54103718,2.364388826,2041612.0,MALE
1942,Sikkim,SIKKIM,INDRA HANG SUBBA,SKM,Table Lamp,0,GENERAL,Post Graduate,478817,0,1.0,30.0,161143.0,5779.0,166922.0,38.44995025,47.23115884,434128.0,MALE
1943,Sikkim,SIKKIM,DEK BAHADUR KATWAL,SDF,Umbrella,0,GENERAL,Graduate Professional,2789212,436959,0.0,42.0,149158.0,5331.0,154489.0,35.58604835,43.71319836,434128.0,MALE
1944,Sikkim,SIKKIM,LATEN TSHERING SHERPA,BJP,Lotus,0,ST,5th Pass,563879,0,0.0,33.0,16062.0,510.0,16572.0,3.817307338,4.689104877,434128.0,MALE
1945,Sikkim,SIKKIM,BHARAT BASNETT,INC,Hand,0,GENERAL,10th Pass,41650325,0,0.0,58.0,3922.0,68.0,3990.0,0.919083773,1.128984339,434128.0,MALE
1946,Assam,SILCHAR,RAJDEEP ROY,BJP,Lotus,0,GENERAL,Post Graduate,29901767,6976701,1.0,48.0,496235.0,3179.0,499414.0,41.76680159,52.5317401,1195720.0,MALE
1947,Assam,SILCHAR,SUSHMITA DEV,INC,Hand,1,GENERAL,Post Graduate,106707145,19405127,0.0,46.0,416233.0,1585.0,417818.0,34.94279597,43.94892131,1195720.0,FEMALE
1948,Jharkhand,SINGHBHUM,GEETA KORA,INC,Hand,1,ST,Post Graduate,25249018,1928508,1.0,35.0,431545.0,270.0,431815.0,34.00340337,49.09688965,1269917.0,FEMALE
1949,Jharkhand,SINGHBHUM,LAXMAN GILUWA,BJP,Lotus,3,ST,12th Pass,19516408,1265285,0.0,57.0,359159.0,501.0,359660.0,28.32153597,40.89294567,1269917.0,MALE
1951,Jharkhand,SINGHBHUM,PUSHPA SINKU,IND,Helicopter,0,ST,Post Graduate,125000,0,0.0,29.0,15215.0,9.0,15224.0,1.198818505,1.730952024,1269917.0,FEMALE
1952,Jharkhand,SINGHBHUM,PRATAP SINGH BANARA,APoI,Coat,0,ST,Post Graduate,52985,0,0.0,25.0,11286.0,12.0,11298.0,0.889664443,1.28457015,1269917.0,MALE
1953,Jharkhand,SINGHBHUM,PARDESHI LAL MUNDA,BSP,Elephant,1,ST,12th Pass,611726,0,0.0,31.0,9483.0,8.0,9491.0,0.747371679,1.079116241,1269917.0,MALE
1954,Jharkhand,SINGHBHUM,ANIL SOREN,IND,Tractor Chalata Kisan,0,ST,Graduate,2030615,36000,0.0,31.0,9151.0,3.0,9154.0,0.720834511,1.040799713,1269917.0,MALE
1955,Haryana,SIRSA,Sunita Duggal,BJP,Lotus,0,SC,Post Graduate,42596349,2500000,1.0,51.0,712877.0,1474.0,714351.0,39.61246547,52.13038452,1803349.0,FEMALE
1956,Haryana,SIRSA,Ashok Tanwar,INC,Hand,1,SC,Doctorate,64311703,7489962,0.0,43.0,404099.0,334.0,404433.0,22.42677374,29.51384936,1803349.0,MALE
1957,Haryana,SIRSA,Nirmal Singh Malri,JNJP,Chappals,0,SC,12th Pass,1805374,0,0.0,37.0,95792.0,122.0,95914.0,5.318659893,6.999407436,1803349.0,MALE
1958,Haryana,SIRSA,Charanjeet Singh Rori,INLD,Spectacles,0,SC,10th Pass,10601527,4446477,0.0,49.0,87979.0,114.0,88093.0,4.884966803,6.42866317,1803349.0,MALE
1959,Haryana,SIRSA,Janak Raj Atwal,BSP,Elephant,0,SC,Post Graduate,18517000,1500000,0.0,50.0,25080.0,27.0,25107.0,1.392242988,1.832205126,1803349.0,MALE
1960,Bihar,SITAMARHI,Sunil Kumar Pintu,JD(U),Arrow,6,GENERAL,Graduate,60717031,10277790,1.0,58.0,565533.0,2212.0,567745.0,32.39714138,54.61186995,1752454.0,MALE
1961,Bihar,SITAMARHI,Arjun Ray,RJD,Hurricane Lamp,2,GENERAL,Doctorate,18988281,1511335,0.0,47.0,315230.0,1976.0,317206.0,18.10067483,30.51231243,1752454.0,MALE
1962,Bihar,SITAMARHI,Dharmendra Kumar,IND,Football Player,0,GENERAL,8th Pass,8045411,0,0.0,33.0,20485.0,2.0,20487.0,1.169046377,1.970661793,1752454.0,MALE
1963,Bihar,SITAMARHI,Vinod Sah,IND,Helicopter,0,GENERAL,Literate,539731,0,0.0,48.0,17724.0,0.0,17724.0,1.011381754,1.704886495,1752454.0,MALE
1964,Bihar,SITAMARHI,Mahesh Nandan Singh,IND,Bead Necklace,0,GENERAL,Graduate,2277607,0,0.0,55.0,17270.0,0.0,17270.0,0.985475225,1.661215852,1752454.0,MALE
1965,Bihar,SITAMARHI,Ramesh Kumar Mishra,IND,Ganna Kisan,0,GENERAL,8th Pass,5833784,122000,0.0,48.0,11054.0,2.0,11056.0,0.630886745,1.063485956,1752454.0,MALE
1966,Uttar Pradesh,SITAPUR,Rajesh Verma,BJP,Lotus,1,GENERAL,Post Graduate,73129716,108148,1.0,58.0,513984.0,544.0,514528.0,30.88169802,48.30241959,1666126.0,MALE
1967,Uttar Pradesh,SITAPUR,Nakul Dubey,BSP,Elephant,1,GENERAL,Graduate Professional,34286356,0,0.0,53.0,413173.0,522.0,413695.0,24.82975477,38.83650544,1666126.0,MALE
1968,Uttar Pradesh,SITAPUR,Qaiser Jahan,INC,Hand,1,GENERAL,8th Pass,12560808,4284514,0.0,45.0,95958.0,60.0,96018.0,5.762949501,9.013895695,1666126.0,FEMALE
1969,Tamil Nadu,SIVAGANGA,KARTI P CHIDAMBARAM,INC,Hand,8,GENERAL,Graduate Professional,793729024,174081116,1.0,47.0,564002.0,2102.0,566104.0,36.47532666,52.18000453,1552019.0,MALE
1970,Tamil Nadu,SIVAGANGA,H.RAJA,BJP,Lotus,3,GENERAL,Graduate Professional,26223393,5910000,0.0,61.0,233295.0,565.0,233860.0,15.0681145,21.55578456,1552019.0,MALE
1971,Tamil Nadu,SIVAGANGA,V.PANDI,IND,Gift Pack,Not Available,GENERAL,Not Available,0,0,0.0,43.0,122325.0,209.0,122534.0,7.895135304,11.29443473,1552019.0,MALE
1972,Tamil Nadu,SIVAGANGA,V.SAKTHI PRIYA,NTK,Ganna Kisan,0,GENERAL,Post Graduate,467200,42000,0.0,27.0,71991.0,249.0,72240.0,4.654582193,6.658641394,1552019.0,FEMALE
1973,Tamil Nadu,SIVAGANGA,KAVINGNAR SNEKAN,MNM,Battery Torch,0,GENERAL,12th Pass,19662950,4500000,0.0,46.0,22846.0,85.0,22931.0,1.477494799,2.113639338,1552019.0,MALE
1974,Tamil Nadu,SIVAGANGA,P.RAJENDHIRAN,IND,Mixee,1,GENERAL,10th Pass,166000,0,0.0,59.0,11159.0,8.0,11167.0,0.719514387,1.029305765,1552019.0,MALE
1975,Bihar,SIWAN,Kavita Singh,JD(U),Arrow,4,GENERAL,Post Graduate,19325264,412511,1.0,33.0,447171.0,1302.0,448473.0,24.92138317,45.5371884,1799551.0,FEMALE
1976,Bihar,SIWAN,Hena Shahab,RJD,Hurricane Lamp,2,GENERAL,Graduate,139078374,1000000,0.0,46.0,330363.0,1152.0,331515.0,18.42209529,33.66147129,1799551.0,FEMALE
1977,Bihar,SIWAN,Amar Nath Yadav,CPI(ML)(L),Flag with Three Stars,12,GENERAL,Literate,8089901,0,0.0,54.0,74554.0,90.0,74644.0,4.147923565,7.579225263,1799551.0,MALE
1978,Bihar,SIWAN,Deva Kant Mishra Alias Munna Bhaiya,IND,Chimney,Not Available,GENERAL,Not Available,0,0,0.0,43.0,36458.0,1.0,36459.0,2.026005376,3.701985074,1799551.0,MALE
1979,Bihar,SIWAN,Upendra Kumar Giri,IND,Baby Walker,2,GENERAL,12th Pass,1413078,219001,0.0,46.0,17352.0,1.0,17353.0,0.964296094,1.761994212,1799551.0,MALE
1980,Bihar,SIWAN,Madhuri Pandey,IND,Auto- Rickshaw,0,GENERAL,Others,5146000,0,0.0,47.0,12927.0,1.0,12928.0,0.718401423,1.312687211,1799551.0,FEMALE
1981,Maharashtra,SOLAPUR,SHRI. SHA. BRA. DR. JAI SIDHESHWAR SHIVACHARY MAHASWAMIJI,BJP,Lotus,0,SC,Graduate,27870079,0,1.0,63.0,523352.0,1633.0,524985.0,28.35221915,48.32585258,1851654.0,MALE
1982,Maharashtra,SOLAPUR,SHINDE SUSHILKUMAR SAMBHAJIRAO,INC,Hand,0,SC,Graduate Professional,380358711,4750000,0.0,77.0,365274.0,1103.0,366377.0,19.78647199,33.7256891,1851654.0,MALE
1983,Maharashtra,SOLAPUR,AMBEDKAR PRAKASH YASHVANT,VBA,Cup & Saucer,0,SC,Graduate Professional,58722916,0,0.0,64.0,169523.0,484.0,170007.0,9.181358936,15.64946279,1851654.0,MALE
1984,Haryana,SONIPAT,RAMESH CHANDER KAUSHIK,BJP,Lotus,0,GENERAL,Graduate Professional,235859266,0,1.0,62.0,583988.0,3676.0,587664.0,36.89940607,51.95297512,1592611.0,MALE
1985,Haryana,SONIPAT,BHUPINDER SINGH HOODA,INC,Hand,6,GENERAL,Graduate Professional,155261986,1440000,0.0,72.0,421229.0,1571.0,422800.0,26.54760014,37.37802194,1592611.0,MALE
1986,Haryana,SONIPAT,DIGVIJAY SINGH CHAUTALA,JNJP,Chappals,1,GENERAL,12th Pass,531839302,113658582,0.0,28.0,50904.0,258.0,51162.0,3.212460544,4.523023553,1592611.0,MALE
1987,Haryana,SONIPAT,RAJ BALA SAINI,LTSP,Auto- Rickshaw,0,GENERAL,Post Graduate,38202783,1495000,0.0,44.0,34958.0,88.0,35046.0,2.200537357,3.098273786,1592611.0,FEMALE
1988,NCT OF Delhi,SOUTH DELHI,RAMESH BIDHURI,BJP,Lotus,2,GENERAL,Graduate Professional,180052708,2038454,1.0,57.0,685789.0,1225.0,687014.0,33.22980871,56.56554512,2067463.0,MALE
1989,NCT OF Delhi,SOUTH DELHI,RAGHAV CHADHA,AAP,Broom,0,GENERAL,Graduate Professional,1647954,0,0.0,30.0,319770.0,201.0,319971.0,15.4765043,26.34492752,2067463.0,MALE
1990,NCT OF Delhi,SOUTH DELHI,VIJENDER,INC,Hand,0,GENERAL,Graduate,121525000,31967000,0.0,33.0,164394.0,219.0,164613.0,7.962077193,13.55347064,2067463.0,MALE
1991,NCT OF Delhi,SOUTH DELHI,SIDDHANT GAUTAM,BSP,Elephant,0,SC,Post Graduate,7797516,900000,0.0,52.0,14721.0,40.0,14761.0,0.713966828,1.215352251,2067463.0,MALE
1992,Goa,SOUTH GOA,COSME FRANCISCO CAITANO SARDINHA,INC,Hand,0,GENERAL,Graduate Professional,79402232,0,1.0,73.0,201279.0,282.0,201561.0,34.79076624,47.45760717,579352.0,MALE
1993,Goa,SOUTH GOA,ADV. NARENDRA SAWAIKAR,BJP,Lotus,0,GENERAL,Graduate Professional,14526550,0,0.0,52.0,191205.0,601.0,191806.0,33.1069885,45.16078904,579352.0,MALE
1994,Goa,SOUTH GOA,ELVIS GOMES,AAP,Broom,1,GENERAL,Graduate Professional,9676888,0,0.0,56.0,20876.0,15.0,20891.0,3.605925241,4.918793176,579352.0,MALE
1996,West Bengal,SRERAMPUR,KALYAN BANERJEE,AITC,Flowers and Grass,0,GENERAL,Graduate Professional,175968902,5522403,1.0,62.0,637231.0,476.0,637707.0,35.71643801,45.47711942,1785472.0,MALE
1997,West Bengal,SRERAMPUR,DEBJIT SARKAR,BJP,Lotus,9,GENERAL,Graduate Professional,3523068,0,0.0,42.0,538273.0,898.0,539171.0,30.19767322,38.45017219,1785472.0,MALE
1998,West Bengal,SRERAMPUR,TIRTHANKAR RAY,CPI(M),"Hammer, Sickle and Star",0,GENERAL,Graduate,289956,28000,0.0,44.0,152050.0,231.0,152281.0,8.5288932,10.8596914,1785472.0,MALE
1999,West Bengal,SRERAMPUR,DEBABRATA BISWAS,INC,Hand,0,GENERAL,Graduate,21640220,0,0.0,60.0,32474.0,35.0,32509.0,1.82075104,2.318330636,1785472.0,MALE
2001,Andhra Pradesh,SRIKAKULAM,KINJARAPU RAM MOHAN NAIDU,TDP,Bicycle,1,GENERAL,Post Graduate,122791042,12000000,1.0,32.0,529213.0,5331.0,534544.0,34.40103999,45.91174333,1553860.0,MALE
2002,Andhra Pradesh,SRIKAKULAM,DUVVADA SRINIVAS,YSRCP,Ceiling Fan,13,GENERAL,Post Graduate,52821196,25848939,0.0,52.0,520931.0,6960.0,527891.0,33.97288044,45.34032016,1553860.0,MALE
2003,Andhra Pradesh,SRIKAKULAM,METTA RAMARAO,JnP,Glass Tumbler,0,GENERAL,Post Graduate,63385326,0,0.0,53.0,31319.0,637.0,31956.0,2.056555932,2.744686443,1553860.0,MALE
2005,Andhra Pradesh,SRIKAKULAM,DOLA JAGAN,INC,Hand,0,GENERAL,Post Graduate,12390000,3846000,0.0,53.0,13456.0,289.0,13745.0,0.884571326,1.180551858,1553860.0,MALE
2006,Jammu & Kashmir,SRINAGAR,Farooq Abdullah,JKN,Plough,1,GENERAL,Graduate Professional,121904435,0,1.0,83.0,106596.0,154.0,106750.0,8.245338005,57.1274142,1294671.0,MALE
2007,Jammu & Kashmir,SRINAGAR,Aga Syed Mohsin,PDP,Ink Pot & Pen,0,GENERAL,12th Pass,12050000,0,0.0,58.0,36620.0,80.0,36700.0,2.834697,19.64005715,1294671.0,MALE
2008,Jammu & Kashmir,SRINAGAR,Irfan Raza Ansari,JPC,Apple,0,GENERAL,Graduate,669198138,62371547,0.0,41.0,28745.0,28.0,28773.0,2.222417896,15.39791184,1294671.0,MALE
2009,Jammu & Kashmir,SRINAGAR,Sheikh Khalid Jehangir,BJP,Lotus,1,GENERAL,12th Pass,45300000,3800000,0.0,43.0,4546.0,85.0,4631.0,0.357697052,2.478286231,1294671.0,MALE
2010,Tamil Nadu,SRIPERUMBUDUR,Baalu.T.R.,DMK,Rising Sun,0,GENERAL,Graduate,208806446,0,1.0,77.0,790750.0,2531.0,793281.0,35.20298671,56.37489314,2253448.0,MALE
2011,Tamil Nadu,SRIPERUMBUDUR,Vaithilingam A,PMK,Mango,0,GENERAL,Post Graduate,442074321,65575554,0.0,49.0,284673.0,653.0,285326.0,12.66175212,20.27682846,2253448.0,MALE
2012,Tamil Nadu,SRIPERUMBUDUR,Sridhar M,MNM,Battery Torch,1,GENERAL,Graduate,29485700,500000,0.0,46.0,135383.0,142.0,135525.0,6.014117033,9.631148852,2253448.0,MALE
2013,Tamil Nadu,SRIPERUMBUDUR,Mahendran.H,NTK,Ganna Kisan,1,GENERAL,Graduate,14923845,0,0.0,41.0,84855.0,124.0,84979.0,3.771065496,6.039073221,2253448.0,MALE
2014,Tamil Nadu,SRIPERUMBUDUR,Tambaram Narayanan G,IND,Gift Pack,0,GENERAL,Post Graduate,160902964,50294342,0.0,59.0,41446.0,51.0,41497.0,1.841489131,2.949004124,2253448.0,MALE
2016,Uttar Pradesh,SULTANPUR,MANEKA SANJAI GANDHI,BJP,Lotus,0,GENERAL,12th Pass,556926451,11935800,1.0,62.0,458281.0,915.0,459196.0,25.86734085,45.88454421,1775196.0,FEMALE
2017,Uttar Pradesh,SULTANPUR,"CHANDRA BHADRA SINGH ""SSONU""",BSP,Elephant,6,GENERAL,Post Graduate,106096052,0,0.0,43.0,444422.0,248.0,444670.0,25.049065,44.43305315,1775196.0,MALE
2018,Uttar Pradesh,SULTANPUR,Dr. SANJAY SINH,INC,Hand,0,GENERAL,Doctorate,411199451,0,0.0,67.0,41588.0,93.0,41681.0,2.347966084,4.164918003,1775196.0,MALE
2019,Uttar Pradesh,SULTANPUR,KAMLA DEVI,PSPL,Key,5,GENERAL,12th Pass,18251000,676000,0.0,42.0,11484.0,10.0,11494.0,0.6474778,1.148522529,1775196.0,FEMALE
2020,Odisha,SUNDARGARH,Jual Oram,BJP,Lotus,2,ST,Others,74185014,12743330,1.0,58.0,498468.0,1588.0,500056.0,32.65085454,45.4163257,1531525.0,MALE
2021,Odisha,SUNDARGARH,Sunita Biswal,BJD,Conch,0,ST,Graduate,19117337,773540,0.0,39.0,276710.0,281.0,276991.0,18.08596007,25.15700936,1531525.0,FEMALE
2022,Odisha,SUNDARGARH,George Tirkey,INC,Hand,41,ST,12th Pass,901058,0,0.0,60.0,267672.0,546.0,268218.0,17.51313234,24.36022375,1531525.0,MALE
2023,Odisha,SUNDARGARH,Miss Juspin Lakra,IND,Saw,3,ST,10th Pass,6400,0,0.0,48.0,14779.0,11.0,14790.0,0.965704118,1.343264469,1531525.0,FEMALE
2025,Bihar,SUPAUL,Dileshwar Kamait,JD(U),Arrow,2,GENERAL,Graduate,23441606,0,1.0,73.0,596807.0,570.0,597377.0,35.33478842,53.76950052,1690620.0,MALE
2026,Bihar,SUPAUL,Ranjeet Ranjan,INC,Hand,5,GENERAL,12th Pass,119543561,17695194,0.0,46.0,330258.0,266.0,330524.0,19.55046078,29.75024213,1690620.0,FEMALE
2027,Bihar,SUPAUL,Dinesh Prasad Yadav,IND,Walking Stick,3,GENERAL,Graduate Professional,7370423,50000,0.0,52.0,23033.0,12.0,23045.0,1.363109392,2.074264894,1690620.0,MALE
2028,Bihar,SUPAUL,Rajesh Kumar S/O- Yugeshwar Sah,IND,Ganna Kisan,0,GENERAL,Graduate Professional,680000,0,0.0,26.0,20317.0,3.0,20320.0,1.201925921,1.828989483,1690620.0,MALE
2029,Bihar,SUPAUL,Binod Kumar Sahu,IND,Gas Cylinder,0,GENERAL,Graduate,7525000,0,0.0,50.0,19277.0,0.0,19277.0,1.140232577,1.735109757,1690620.0,MALE
2030,Bihar,SUPAUL,Anand Pathak,IND,Truck,1,GENERAL,Graduate,6850000,0,0.0,32.0,15389.0,3.0,15392.0,0.910435225,1.38542353,1690620.0,MALE
2031,Bihar,SUPAUL,Md. Abul Kalam Azad,JHP,Scissors,0,ST,12th Pass,2066100,0,0.0,27.0,13693.0,0.0,13693.0,0.809939549,1.232497687,1690620.0,MALE
2032,Bihar,SUPAUL,Sandip Kumar Singh,IND,Mike,0,GENERAL,Graduate,60808000,0,0.0,41.0,11534.0,0.0,11534.0,0.68223492,1.038167554,1690620.0,MALE
2033,Gujarat,SURAT,Darshana Vikram Jardosh,BJP,Lotus,0,GENERAL,Graduate,23872876,0,1.0,58.0,794133.0,1518.0,795651.0,48.05514754,74.41185575,1655704.0,FEMALE
2034,Gujarat,SURAT,Ashok Patel (Adhevada),INC,Hand,0,GENERAL,8th Pass,19012482,3125964,0.0,45.0,246978.0,443.0,247421.0,14.94355271,23.13961242,1655704.0,MALE
2035,Gujarat,SURENDRANAGAR,Dr. MUNJAPARA MAHENDRABHAI,BJP,Lotus,0,GENERAL,Post Graduate,79084513,14822528,1.0,50.0,626957.0,4887.0,631844.0,34.16427449,58.49329614,1849429.0,MALE
2036,Gujarat,SURENDRANAGAR,KOLI PATEL SOMABHAI GANDALAL,INC,Hand,0,GENERAL,5th Pass,66558302,0,0.0,79.0,351610.0,2797.0,354407.0,19.16304978,32.80941752,1849429.0,MALE
2037,Gujarat,SURENDRANAGAR,ADVOCATE SHAILESH N. SOLANKI,BSP,Elephant,0,SC,Graduate Professional,4536170,1131656,0.0,35.0,12662.0,198.0,12860.0,0.695349754,1.190521376,1849429.0,MALE
2038,Gujarat,SURENDRANAGAR,DOST MER,IND,Cup & Saucer,0,GENERAL,5th Pass,135000,0,0.0,36.0,11097.0,6.0,11103.0,0.600347459,1.027866162,1849429.0,MALE
2039,West Bengal,TAMLUK,Adhikari Dibyendu,AITC,Flowers and Grass,1,GENERAL,Graduate,37687867,8397501,1.0,42.0,723641.0,792.0,724433.0,42.748338,50.06655425,1694646.0,MALE
2040,West Bengal,TAMLUK,Sidharthashankar Naskar,BJP,Lotus,1,SC,8th Pass,1903590,0,0.0,50.0,532844.0,1424.0,534268.0,31.52682035,36.92399132,1694646.0,MALE
2041,West Bengal,TAMLUK,Sk Ibrahim Ali,CPI(M),"Hammer, Sickle and Star",4,GENERAL,Graduate,412438,0,0.0,31.0,135862.0,267.0,136129.0,8.032887104,9.40806115,1694646.0,MALE
2042,West Bengal,TAMLUK,Lakshman Chandra Seth,INC,Hand,5,SC,Doctorate,2045953,0,0.0,73.0,15954.0,47.0,16001.0,0.944208997,1.105850968,1694646.0,MALE
2043,Uttarakhand,TEHRI GARHWAL,MALA RAJYA LAXMI SHAH,BJP,Lotus,0,GENERAL,12th Pass,1846640100,1350000000,1.0,68.0,556120.0,9213.0,565333.0,37.85180607,64.302085,1493543.0,FEMALE
2044,Uttarakhand,TEHRI GARHWAL,PRITAM SINGH,INC,Hand,1,ST,Graduate Professional,94252961,9278744,0.0,60.0,262171.0,2576.0,264747.0,17.72610497,30.1128434,1493543.0,MALE
2045,Uttarakhand,TEHRI GARHWAL,GOPAL MANI,IND,Man Blowing Turha,0,GENERAL,Post Graduate,18029611,0,0.0,59.0,10540.0,146.0,10686.0,0.715479902,1.215446614,1493543.0,MALE
2046,Tamil Nadu,TENKASI,DHANUSH.M.KUMAR,DMK,Rising Sun,1,SC,Post Graduate,51360700,2896862,1.0,44.0,470346.0,5810.0,476156.0,31.90716182,44.667207,1492317.0,MALE
